amount,check,category
5552,29,Not Fraud
2907,25,Fraud
6748,9,Not Fraud
5109,21,Fraud
6851,11,Not Fraud
2309,5,Fraud
2137,17,Not Fraud
4086,25,Fraud
1755,26,Not Fraud
6804,16,Fraud
3006,27,Not Fraud
3887,19,Fraud
1188,14,Not Fraud
3383,30,Fraud
1120,4,Not Fraud
6646,23,Fraud
6259,30,Not Fraud
2486,1,Fraud
2136,23,Not Fraud
6934,12,Fraud
458,8,Not Fraud
1309,14,Fraud
1560,18,Not Fraud
2028,21,Fraud
4117,8,Not Fraud
4706,21,Fraud
2864,9,Not Fraud
6714,23,Fraud
3561,22,Not Fraud
6265,28,Fraud
3967,22,Not Fraud
3286,13,Fraud
3309,9,Not Fraud
6820,21,Fraud
5132,19,Not Fraud
4355,20,Fraud
6990,16,Not Fraud
2804,3,Fraud
4242,14,Not Fraud
5467,11,Fraud
4537,21,Not Fraud
4315,5,Fraud
655,20,Not Fraud
264,6,Fraud
5259,21,Not Fraud
5866,27,Fraud
2717,24,Not Fraud
5807,1,Fraud
2120,14,Not Fraud
1507,3,Fraud
3404,5,Not Fraud
5767,3,Fraud
335,3,Not Fraud
1160,4,Fraud
4843,21,Not Fraud
6582,2,Fraud
1222,10,Not Fraud
3335,30,Fraud
5841,5,Not Fraud
965,7,Fraud
583,15,Not Fraud
3645,22,Fraud
5950,15,Not Fraud
4944,4,Fraud
6536,28,Not Fraud
2397,10,Fraud
1268,25,Not Fraud
1101,29,Fraud
1613,2,Not Fraud
3659,23,Fraud
3195,11,Not Fraud
3173,2,Fraud
4024,16,Not Fraud
205,24,Fraud
1778,9,Not Fraud
5497,19,Fraud
435,28,Not Fraud
4833,15,Fraud
1537,20,Not Fraud
2944,3,Fraud
3817,8,Not Fraud
1770,10,Fraud
6439,29,Not Fraud
2180,17,Fraud
4022,1,Not Fraud
5365,28,Fraud
1199,6,Not Fraud
3566,20,Fraud
5862,9,Not Fraud
4508,3,Fraud
3643,11,Not Fraud
583,5,Fraud
1554,16,Not Fraud
3952,23,Fraud
5063,11,Not Fraud
3446,1,Fraud
3256,8,Not Fraud
5513,21,Fraud
6990,8,Not Fraud
1565,27,Fraud
6497,30,Not Fraud
2106,19,Fraud
2673,25,Not Fraud
1580,26,Fraud
857,7,Not Fraud
2875,27,Fraud
2236,7,Not Fraud
6120,19,Fraud
2608,4,Not Fraud
1281,7,Fraud
849,22,Not Fraud
1989,26,Fraud
4235,23,Not Fraud
3415,16,Fraud
2106,6,Not Fraud
6929,22,Fraud
808,9,Not Fraud
443,20,Fraud
4313,21,Not Fraud
6872,1,Fraud
1443,20,Not Fraud
1605,19,Fraud
6049,21,Not Fraud
4749,13,Fraud
927,21,Not Fraud
4296,10,Fraud
6177,18,Not Fraud
1847,16,Fraud
900,23,Not Fraud
1102,3,Fraud
3249,22,Not Fraud
2999,10,Fraud
6372,21,Not Fraud
4456,3,Fraud
6013,20,Not Fraud
1637,19,Fraud
2098,22,Not Fraud
6875,15,Fraud
1279,29,Not Fraud
1244,3,Fraud
5928,4,Not Fraud
5032,8,Fraud
3946,21,Not Fraud
1153,4,Fraud
1738,7,Not Fraud
2945,20,Fraud
2855,24,Not Fraud
1322,5,Fraud
1792,16,Not Fraud
5838,13,Fraud
2135,2,Not Fraud
2904,25,Fraud
2113,29,Not Fraud
4836,13,Fraud
3197,20,Not Fraud
3057,4,Fraud
1350,17,Not Fraud
2231,29,Fraud
1654,15,Not Fraud
4285,20,Fraud
6388,30,Not Fraud
6430,14,Fraud
3295,25,Not Fraud
6702,16,Fraud
2239,9,Not Fraud
3688,9,Fraud
6865,8,Not Fraud
2976,17,Fraud
6617,21,Not Fraud
1124,14,Fraud
2450,2,Not Fraud
6671,29,Fraud
4337,23,Not Fraud
2980,23,Fraud
4395,27,Not Fraud
4959,8,Fraud
6528,28,Not Fraud
2364,8,Fraud
3105,23,Not Fraud
2066,24,Fraud
4562,17,Not Fraud
3549,21,Fraud
5616,10,Not Fraud
2335,13,Fraud
5834,29,Not Fraud
6163,12,Fraud
2065,21,Not Fraud
2345,21,Fraud
1411,22,Not Fraud
2026,3,Fraud
5247,5,Not Fraud
1120,20,Fraud
6870,13,Not Fraud
5709,13,Fraud
6825,15,Not Fraud
6907,18,Fraud
5961,19,Not Fraud
2209,17,Fraud
5982,16,Not Fraud
2529,7,Fraud
3163,19,Not Fraud
2734,22,Fraud
1943,24,Not Fraud
2429,28,Fraud
6135,10,Not Fraud
5662,30,Fraud
4667,10,Not Fraud
3311,24,Fraud
5994,12,Not Fraud
5728,14,Fraud
3109,19,Not Fraud
5699,18,Fraud
5919,19,Not Fraud
826,12,Fraud
3041,9,Not Fraud
1518,24,Fraud
3108,24,Not Fraud
5974,3,Fraud
4628,16,Not Fraud
6776,21,Fraud
344,27,Not Fraud
5875,10,Fraud
3449,12,Not Fraud
5543,20,Fraud
2055,1,Not Fraud
3583,21,Fraud
3774,20,Not Fraud
6755,15,Fraud
4919,17,Not Fraud
2279,29,Fraud
2967,28,Not Fraud
3292,24,Fraud
4149,7,Not Fraud
4951,13,Fraud
5472,16,Not Fraud
4129,6,Fraud
1517,15,Not Fraud
6559,18,Fraud
3506,25,Not Fraud
4105,23,Fraud
3064,24,Not Fraud
3513,5,Fraud
5945,2,Not Fraud
4272,20,Fraud
6516,11,Not Fraud
512,8,Fraud
3234,21,Not Fraud
1424,21,Fraud
6050,14,Not Fraud
3013,1,Fraud
493,14,Not Fraud
4725,27,Fraud
1683,8,Not Fraud
5681,3,Fraud
3880,21,Not Fraud
2595,14,Fraud
2913,7,Not Fraud
3508,30,Fraud
4260,12,Not Fraud
3549,14,Fraud
1987,4,Not Fraud
6416,17,Fraud
2426,9,Not Fraud
6915,7,Fraud
5858,1,Not Fraud
3154,7,Fraud
6841,22,Not Fraud
1849,20,Fraud
5766,21,Not Fraud
1228,25,Fraud
5286,9,Not Fraud
767,3,Fraud
587,10,Not Fraud
4064,1,Fraud
2425,13,Not Fraud
6168,20,Fraud
6858,28,Not Fraud
3033,10,Fraud
4275,3,Not Fraud
1893,4,Fraud
1100,7,Not Fraud
540,28,Fraud
5074,21,Not Fraud
2018,21,Fraud
5941,3,Not Fraud
2475,26,Fraud
1784,11,Not Fraud
2323,2,Fraud
4701,2,Not Fraud
6469,29,Fraud
6845,7,Not Fraud
6914,16,Fraud
2828,24,Not Fraud
5707,11,Fraud
1516,7,Not Fraud
5152,6,Fraud
2062,17,Not Fraud
6015,10,Fraud
3826,13,Not Fraud
3090,21,Fraud
4803,24,Not Fraud
4417,29,Fraud
5315,10,Not Fraud
4390,14,Fraud
3595,29,Not Fraud
4213,12,Fraud
958,14,Not Fraud
5928,22,Fraud
2818,1,Not Fraud
6298,1,Fraud
2000,12,Not Fraud
1454,26,Fraud
6777,3,Not Fraud
340,2,Fraud
6641,17,Not Fraud
6360,28,Fraud
3860,15,Not Fraud
2906,17,Fraud
3905,22,Not Fraud
2955,24,Fraud
5661,28,Not Fraud
6119,5,Fraud
1175,4,Not Fraud
786,24,Fraud
1940,8,Not Fraud
4821,6,Fraud
3985,17,Not Fraud
4608,27,Fraud
1770,11,Not Fraud
4209,13,Fraud
4573,28,Not Fraud
3386,24,Fraud
1064,17,Not Fraud
2684,9,Fraud
2592,28,Not Fraud
1517,13,Fraud
6793,7,Not Fraud
407,18,Fraud
1106,10,Not Fraud
909,12,Fraud
2314,17,Not Fraud
2851,17,Fraud
6772,23,Not Fraud
1768,18,Fraud
2833,18,Not Fraud
6818,28,Fraud
1807,17,Not Fraud
6326,9,Fraud
4287,30,Not Fraud
3431,7,Fraud
4912,17,Not Fraud
1572,21,Fraud
6750,16,Not Fraud
4864,21,Fraud
1357,20,Not Fraud
3391,29,Fraud
6644,10,Not Fraud
6912,19,Fraud
2857,3,Not Fraud
2614,9,Fraud
6452,14,Not Fraud
6566,28,Fraud
1580,6,Not Fraud
6610,14,Fraud
1270,19,Not Fraud
6457,29,Fraud
6048,25,Not Fraud
1665,11,Fraud
5128,4,Not Fraud
4360,27,Fraud
5436,25,Not Fraud
3582,26,Fraud
6565,26,Not Fraud
2007,28,Fraud
269,1,Not Fraud
2805,12,Fraud
2522,15,Not Fraud
4026,20,Fraud
1051,8,Not Fraud
6459,6,Fraud
814,24,Not Fraud
5270,18,Fraud
1680,2,Not Fraud
384,9,Fraud
5698,2,Not Fraud
2583,1,Fraud
809,23,Not Fraud
3693,30,Fraud
4480,1,Not Fraud
6238,16,Fraud
3067,10,Not Fraud
534,18,Fraud
5437,1,Not Fraud
3456,9,Fraud
4515,28,Not Fraud
1547,3,Fraud
5741,4,Not Fraud
2440,3,Fraud
5788,3,Not Fraud
6788,20,Fraud
2794,11,Not Fraud
6597,12,Fraud
5241,12,Not Fraud
3210,28,Fraud
606,24,Not Fraud
2073,4,Fraud
3657,5,Not Fraud
6281,19,Fraud
855,19,Not Fraud
1890,8,Fraud
2797,19,Not Fraud
3565,17,Fraud
5274,19,Not Fraud
783,8,Fraud
4637,25,Not Fraud
2389,18,Fraud
4265,16,Not Fraud
3036,24,Fraud
460,30,Not Fraud
677,18,Fraud
3229,1,Not Fraud
4935,26,Fraud
1982,16,Not Fraud
5564,23,Fraud
408,4,Not Fraud
2305,6,Fraud
4649,1,Not Fraud
1874,30,Fraud
4575,13,Not Fraud
3107,9,Fraud
293,22,Not Fraud
5286,24,Fraud
6794,29,Not Fraud
1596,30,Fraud
780,3,Not Fraud
3130,12,Fraud
991,22,Not Fraud
756,24,Fraud
2904,9,Not Fraud
872,8,Fraud
5832,24,Not Fraud
4476,26,Fraud
3009,12,Not Fraud
1551,23,Fraud
2732,26,Not Fraud
6330,18,Fraud
4935,4,Not Fraud
4199,30,Fraud
5721,28,Not Fraud
1626,17,Fraud
1367,9,Not Fraud
3279,1,Fraud
4467,29,Not Fraud
5832,7,Fraud
2012,14,Not Fraud
6466,25,Fraud
3424,11,Not Fraud
3345,10,Fraud
1113,15,Not Fraud
2771,12,Fraud
536,10,Not Fraud
3989,18,Fraud
6427,30,Not Fraud
5212,1,Fraud
2195,27,Not Fraud
1905,4,Fraud
3913,13,Not Fraud
3798,24,Fraud
2618,22,Not Fraud
5459,7,Fraud
5049,19,Not Fraud
3117,14,Fraud
5558,26,Not Fraud
4363,26,Fraud
1131,28,Not Fraud
3736,12,Fraud
5595,22,Not Fraud
1348,6,Fraud
4445,27,Not Fraud
5238,24,Fraud
4181,26,Not Fraud
3367,11,Fraud
5093,5,Not Fraud
2422,17,Fraud
6320,6,Not Fraud
3391,18,Fraud
6004,14,Not Fraud
433,14,Fraud
377,2,Not Fraud
2777,26,Fraud
5116,5,Not Fraud
6984,12,Fraud
5860,5,Not Fraud
3590,17,Fraud
792,29,Not Fraud
5091,14,Fraud
2340,3,Not Fraud
1851,22,Fraud
5927,27,Not Fraud
1260,3,Fraud
3973,28,Not Fraud
6551,2,Fraud
325,20,Not Fraud
6488,11,Fraud
1182,23,Not Fraud
1507,1,Fraud
5477,8,Not Fraud
4305,1,Fraud
4591,22,Not Fraud
3515,15,Fraud
6670,15,Not Fraud
5997,4,Fraud
6084,16,Not Fraud
3435,29,Fraud
3968,2,Not Fraud
4182,1,Fraud
1882,16,Not Fraud
2450,5,Fraud
4106,29,Not Fraud
1597,22,Fraud
6888,8,Not Fraud
6653,25,Fraud
1824,29,Not Fraud
1057,4,Fraud
1198,30,Not Fraud
2183,7,Fraud
5038,6,Not Fraud
5164,21,Fraud
2818,12,Not Fraud
5597,7,Fraud
274,7,Not Fraud
6980,14,Fraud
4424,3,Not Fraud
6350,11,Fraud
1428,21,Not Fraud
1915,12,Fraud
269,29,Not Fraud
1391,27,Fraud
1315,16,Not Fraud
6800,29,Fraud
888,26,Not Fraud
2145,20,Fraud
3414,1,Not Fraud
349,24,Fraud
3393,11,Not Fraud
2776,1,Fraud
1102,4,Not Fraud
3630,22,Fraud
6365,16,Not Fraud
729,16,Fraud
2394,16,Not Fraud
650,13,Fraud
6680,28,Not Fraud
3123,1,Fraud
517,16,Not Fraud
397,15,Fraud
1650,8,Not Fraud
5794,24,Fraud
3591,9,Not Fraud
2205,1,Fraud
3317,27,Not Fraud
3355,28,Fraud
1413,29,Not Fraud
5391,19,Fraud
2342,15,Not Fraud
314,21,Fraud
6909,29,Not Fraud
628,29,Fraud
1189,1,Not Fraud
6919,25,Fraud
4291,13,Not Fraud
2671,13,Fraud
1565,13,Not Fraud
981,12,Fraud
6981,6,Not Fraud
2785,10,Fraud
1747,9,Not Fraud
2511,13,Fraud
6297,30,Not Fraud
4923,9,Fraud
5334,18,Not Fraud
4765,29,Fraud
784,14,Not Fraud
5833,18,Fraud
522,19,Not Fraud
4827,22,Fraud
4347,8,Not Fraud
733,16,Fraud
307,17,Not Fraud
5019,26,Fraud
3967,25,Not Fraud
5907,12,Fraud
1988,24,Not Fraud
4955,3,Fraud
6321,13,Not Fraud
894,13,Fraud
4158,18,Not Fraud
1573,14,Fraud
2161,9,Not Fraud
6154,18,Fraud
6211,20,Not Fraud
5754,19,Fraud
3416,4,Not Fraud
4705,23,Fraud
1323,29,Not Fraud
2481,20,Fraud
1662,29,Not Fraud
3745,29,Fraud
3058,21,Not Fraud
6508,16,Fraud
1017,24,Not Fraud
2461,6,Fraud
5015,30,Not Fraud
6242,24,Fraud
5082,29,Not Fraud
5112,24,Fraud
2409,23,Not Fraud
821,3,Fraud
5404,25,Not Fraud
1890,23,Fraud
1340,17,Not Fraud
5817,7,Fraud
4238,18,Not Fraud
6881,12,Fraud
1489,17,Not Fraud
3421,18,Fraud
653,7,Not Fraud
2562,28,Fraud
4167,15,Not Fraud
1237,22,Fraud
1575,11,Not Fraud
1560,4,Fraud
2198,24,Not Fraud
754,14,Fraud
6690,9,Not Fraud
6416,21,Fraud
6991,15,Not Fraud
362,9,Fraud
5084,30,Not Fraud
6758,1,Fraud
4923,11,Not Fraud
6637,15,Fraud
6602,22,Not Fraud
2145,13,Fraud
4501,2,Not Fraud
703,7,Fraud
1967,11,Not Fraud
2859,24,Fraud
6293,1,Not Fraud
3325,20,Fraud
2183,8,Not Fraud
2370,6,Fraud
6121,17,Not Fraud
2651,9,Fraud
4542,3,Not Fraud
3801,23,Fraud
2898,25,Not Fraud
6446,8,Fraud
6855,1,Not Fraud
2944,13,Fraud
2995,13,Not Fraud
4086,9,Fraud
2452,4,Not Fraud
3268,8,Fraud
4958,19,Not Fraud
6919,15,Fraud
6024,27,Not Fraud
3373,3,Fraud
1049,10,Not Fraud
6005,27,Fraud
6947,5,Not Fraud
2788,22,Fraud
546,22,Not Fraud
4641,5,Fraud
5491,13,Not Fraud
2307,24,Fraud
2468,11,Not Fraud
4128,5,Fraud
1661,9,Not Fraud
3129,9,Fraud
2320,12,Not Fraud
4495,21,Fraud
3851,23,Not Fraud
2959,11,Fraud
6353,2,Not Fraud
5330,29,Fraud
3530,22,Not Fraud
6717,1,Fraud
1856,9,Not Fraud
3898,14,Fraud
3293,25,Not Fraud
5020,17,Fraud
1628,23,Not Fraud
1961,4,Fraud
5790,24,Not Fraud
863,28,Fraud
209,15,Not Fraud
5902,10,Fraud
385,1,Not Fraud
6420,11,Fraud
2412,28,Not Fraud
6067,4,Fraud
4793,1,Not Fraud
5973,19,Fraud
1120,25,Not Fraud
4893,19,Fraud
5136,6,Not Fraud
2971,12,Fraud
6634,23,Not Fraud
3288,30,Fraud
2766,11,Not Fraud
5759,18,Fraud
2614,7,Not Fraud
5239,30,Fraud
2586,6,Not Fraud
6350,15,Fraud
3478,14,Not Fraud
3766,9,Fraud
5963,22,Not Fraud
503,27,Fraud
4353,3,Not Fraud
6019,18,Fraud
3536,8,Not Fraud
6580,19,Fraud
5946,5,Not Fraud
4303,24,Fraud
5900,14,Not Fraud
6995,9,Fraud
7000,18,Not Fraud
4533,23,Fraud
4923,24,Not Fraud
3340,2,Fraud
4228,18,Not Fraud
2790,7,Fraud
5616,4,Not Fraud
2676,5,Fraud
2123,5,Not Fraud
5194,25,Fraud
2806,4,Not Fraud
4425,19,Fraud
3392,18,Not Fraud
3562,7,Fraud
6092,6,Not Fraud
4330,6,Fraud
4746,25,Not Fraud
3643,9,Fraud
303,1,Not Fraud
6787,29,Fraud
6959,9,Not Fraud
1642,18,Fraud
3968,26,Not Fraud
5366,29,Fraud
4526,17,Not Fraud
6589,9,Fraud
6223,30,Not Fraud
1213,20,Fraud
5907,13,Not Fraud
857,30,Fraud
3318,28,Not Fraud
5840,1,Fraud
4581,16,Not Fraud
2392,27,Fraud
3837,4,Not Fraud
2230,25,Fraud
6217,2,Not Fraud
1602,12,Fraud
1552,28,Not Fraud
3628,17,Fraud
4242,28,Not Fraud
5906,24,Fraud
6264,9,Not Fraud
5134,3,Fraud
6203,21,Not Fraud
1418,28,Fraud
1679,12,Not Fraud
3255,7,Fraud
2759,25,Not Fraud
5930,9,Fraud
3380,22,Not Fraud
2157,19,Fraud
1500,30,Not Fraud
1692,27,Fraud
5375,6,Not Fraud
2552,3,Fraud
508,7,Not Fraud
2832,11,Fraud
6145,8,Not Fraud
5212,9,Fraud
4008,4,Not Fraud
1337,29,Fraud
1212,23,Not Fraud
6175,17,Fraud
4736,24,Not Fraud
3001,9,Fraud
1161,5,Not Fraud
6934,14,Fraud
1616,4,Not Fraud
578,13,Fraud
3225,13,Not Fraud
6256,24,Fraud
6190,22,Not Fraud
4367,26,Fraud
3731,10,Not Fraud
4687,13,Fraud
824,29,Not Fraud
1180,26,Fraud
4037,30,Not Fraud
2920,14,Fraud
6857,2,Not Fraud
5267,7,Fraud
2179,13,Not Fraud
4192,25,Fraud
1043,29,Not Fraud
2529,4,Fraud
4552,20,Not Fraud
2441,17,Fraud
2297,9,Not Fraud
2712,22,Fraud
1840,11,Not Fraud
2604,12,Fraud
3101,28,Not Fraud
3613,4,Fraud
1639,8,Not Fraud
328,1,Fraud
5896,10,Not Fraud
5408,7,Fraud
3064,11,Not Fraud
5466,25,Fraud
5617,25,Not Fraud
1788,22,Fraud
5969,16,Not Fraud
3299,21,Fraud
5688,29,Not Fraud
308,3,Fraud
2768,13,Not Fraud
1220,2,Fraud
2562,26,Not Fraud
5093,10,Fraud
1751,21,Not Fraud
1997,29,Fraud
781,15,Not Fraud
2396,18,Fraud
2707,22,Not Fraud
5368,11,Fraud
4042,30,Not Fraud
749,28,Fraud
3674,12,Not Fraud
1029,9,Fraud
1708,26,Not Fraud
5662,4,Fraud
3545,25,Not Fraud
5065,22,Fraud
1787,14,Not Fraud
5257,8,Fraud
6753,20,Not Fraud
5245,30,Fraud
850,24,Not Fraud
2456,16,Fraud
4622,6,Not Fraud
684,28,Fraud
246,26,Not Fraud
3342,21,Fraud
3434,14,Not Fraud
4000,27,Fraud
6786,11,Not Fraud
3237,5,Fraud
3477,4,Not Fraud
3818,4,Fraud
5673,16,Not Fraud
4145,9,Fraud
4830,14,Not Fraud
3552,29,Fraud
4681,12,Not Fraud
2038,14,Fraud
6761,6,Not Fraud
2042,17,Fraud
6482,12,Not Fraud
425,27,Fraud
2726,19,Not Fraud
1167,1,Fraud
6799,19,Not Fraud
5185,22,Fraud
2471,26,Not Fraud
716,9,Fraud
4514,16,Not Fraud
3701,7,Fraud
4794,12,Not Fraud
3748,17,Fraud
1700,12,Not Fraud
6841,26,Fraud
3223,29,Not Fraud
1091,12,Fraud
5250,30,Not Fraud
2503,1,Fraud
5065,9,Not Fraud
2856,4,Fraud
4328,10,Not Fraud
1625,19,Fraud
3239,27,Not Fraud
5533,19,Fraud
356,5,Not Fraud
3417,29,Fraud
313,7,Not Fraud
4615,20,Fraud
6890,11,Not Fraud
4673,19,Fraud
266,3,Not Fraud
317,13,Fraud
5601,24,Not Fraud
5998,15,Fraud
5539,13,Not Fraud
5885,19,Fraud
4451,21,Not Fraud
5770,9,Fraud
5169,18,Not Fraud
6302,12,Fraud
2504,4,Not Fraud
5201,21,Fraud
2486,23,Not Fraud
3077,23,Fraud
5456,14,Not Fraud
2626,28,Fraud
3199,9,Not Fraud
5835,1,Fraud
4164,19,Not Fraud
5556,15,Fraud
4529,6,Not Fraud
5544,17,Fraud
4560,6,Not Fraud
3049,21,Fraud
5828,10,Not Fraud
5602,4,Fraud
1086,3,Not Fraud
5910,6,Fraud
2375,28,Not Fraud
324,2,Fraud
4721,27,Not Fraud
6512,12,Fraud
3654,21,Not Fraud
4597,21,Fraud
1488,13,Not Fraud
2318,24,Fraud
3562,9,Not Fraud
4464,5,Fraud
4538,10,Not Fraud
2864,4,Fraud
1000,26,Not Fraud
2287,7,Fraud
5950,23,Not Fraud
6273,10,Fraud
4853,3,Not Fraud
6747,16,Fraud
5741,21,Not Fraud
2017,25,Fraud
6681,2,Not Fraud
6329,11,Fraud
3234,9,Not Fraud
3353,6,Fraud
4415,28,Not Fraud
930,30,Fraud
2462,17,Not Fraud
874,14,Fraud
6513,4,Not Fraud
2985,14,Fraud
3013,10,Not Fraud
3836,13,Fraud
3857,5,Not Fraud
4985,1,Fraud
6281,25,Not Fraud
6774,12,Fraud
4487,22,Not Fraud
1380,2,Fraud
5925,22,Not Fraud
5689,17,Fraud
5241,1,Not Fraud
2992,29,Fraud
669,16,Not Fraud
3095,11,Fraud
2337,3,Not Fraud
6144,26,Fraud
1200,28,Not Fraud
3185,7,Fraud
1518,11,Not Fraud
2562,27,Fraud
825,3,Not Fraud
2112,30,Fraud
3133,15,Not Fraud
1205,21,Fraud
4660,19,Not Fraud
6641,15,Fraud
6700,25,Not Fraud
5432,13,Fraud
4538,11,Not Fraud
685,15,Fraud
4924,3,Not Fraud
2084,11,Fraud
1051,19,Not Fraud
3758,8,Fraud
5522,26,Not Fraud
1561,5,Fraud
4647,13,Not Fraud
2476,16,Fraud
2064,5,Not Fraud
3157,27,Fraud
6066,29,Not Fraud
4047,28,Fraud
5764,27,Not Fraud
3300,10,Fraud
5998,12,Not Fraud
6643,26,Fraud
4228,19,Not Fraud
2717,21,Fraud
1062,12,Not Fraud
959,5,Fraud
5719,25,Not Fraud
5215,10,Fraud
2576,12,Not Fraud
3221,5,Fraud
2281,15,Not Fraud
6990,15,Fraud
6890,22,Not Fraud
2981,10,Fraud
1671,1,Not Fraud
5945,22,Fraud
4375,12,Not Fraud
637,20,Fraud
3509,29,Not Fraud
4629,5,Fraud
1853,18,Not Fraud
1068,11,Fraud
3394,9,Not Fraud
2214,21,Fraud
6556,14,Not Fraud
5799,2,Fraud
1527,8,Not Fraud
6943,24,Fraud
1137,6,Not Fraud
494,5,Fraud
5910,8,Not Fraud
5754,9,Fraud
1417,22,Not Fraud
2888,30,Fraud
2214,17,Not Fraud
5416,14,Fraud
2089,5,Not Fraud
1986,27,Fraud
1719,26,Not Fraud
3311,11,Fraud
286,3,Not Fraud
2067,22,Fraud
6747,16,Not Fraud
589,25,Fraud
6749,5,Not Fraud
621,17,Fraud
1898,29,Not Fraud
6400,21,Fraud
5834,5,Not Fraud
5854,10,Fraud
3016,18,Not Fraud
639,2,Fraud
3102,14,Not Fraud
5040,18,Fraud
6212,1,Not Fraud
4683,11,Fraud
2441,21,Not Fraud
3867,21,Fraud
5647,23,Not Fraud
4839,13,Fraud
2219,25,Not Fraud
4508,25,Fraud
1329,17,Not Fraud
3815,21,Fraud
2762,17,Not Fraud
5548,20,Fraud
1389,23,Not Fraud
6193,2,Fraud
6091,19,Not Fraud
6212,15,Fraud
771,20,Not Fraud
2687,21,Fraud
5713,5,Not Fraud
1353,21,Fraud
6388,14,Not Fraud
4624,9,Fraud
668,7,Not Fraud
6045,28,Fraud
5426,28,Not Fraud
1388,8,Fraud
3701,27,Not Fraud
5109,2,Fraud
4410,11,Not Fraud
1968,22,Fraud
6261,13,Not Fraud
1072,20,Fraud
6384,26,Not Fraud
2783,20,Fraud
1250,20,Not Fraud
2464,30,Fraud
1111,2,Not Fraud
389,2,Fraud
2386,13,Not Fraud
5668,10,Fraud
1640,7,Not Fraud
3714,28,Fraud
6491,9,Not Fraud
6379,12,Fraud
5176,1,Not Fraud
254,10,Fraud
3738,2,Not Fraud
6371,28,Fraud
2125,30,Not Fraud
1341,2,Fraud
4741,21,Not Fraud
4683,28,Fraud
4390,1,Not Fraud
6603,7,Fraud
3854,13,Not Fraud
3310,13,Fraud
3451,26,Not Fraud
1311,12,Fraud
3147,17,Not Fraud
3677,19,Fraud
4183,17,Not Fraud
2068,19,Fraud
3273,15,Not Fraud
5805,18,Fraud
2807,18,Not Fraud
3893,21,Fraud
4711,8,Not Fraud
5708,5,Fraud
6228,23,Not Fraud
4526,3,Fraud
6226,11,Not Fraud
4181,2,Fraud
4971,24,Not Fraud
4502,4,Fraud
6981,18,Not Fraud
3186,17,Fraud
3663,7,Not Fraud
883,3,Fraud
5333,14,Not Fraud
4522,2,Fraud
3832,22,Not Fraud
4164,15,Fraud
3622,26,Not Fraud
6355,14,Fraud
5980,28,Not Fraud
3757,6,Fraud
4650,24,Not Fraud
1721,8,Fraud
2397,8,Not Fraud
2865,7,Fraud
6075,29,Not Fraud
1237,10,Fraud
288,7,Not Fraud
1330,14,Fraud
486,17,Not Fraud
6303,21,Fraud
1996,19,Not Fraud
6169,11,Fraud
4176,10,Not Fraud
4580,4,Fraud
4429,4,Not Fraud
5803,6,Fraud
1667,15,Not Fraud
1479,1,Fraud
1273,18,Not Fraud
3649,16,Fraud
4155,2,Not Fraud
4761,8,Fraud
3760,15,Not Fraud
4054,11,Fraud
1979,25,Not Fraud
1357,17,Fraud
2175,20,Not Fraud
496,25,Fraud
3534,29,Not Fraud
4222,15,Fraud
4678,13,Not Fraud
3989,29,Fraud
2224,4,Not Fraud
6660,14,Fraud
2012,23,Not Fraud
880,9,Fraud
3928,2,Not Fraud
6816,25,Fraud
1414,11,Not Fraud
865,17,Fraud
1447,18,Not Fraud
2290,25,Fraud
5132,3,Not Fraud
544,13,Fraud
3952,1,Not Fraud
3512,3,Fraud
349,12,Not Fraud
6265,28,Fraud
3474,25,Not Fraud
1686,11,Fraud
2344,28,Not Fraud
1954,29,Fraud
4589,13,Not Fraud
1680,10,Fraud
5814,8,Not Fraud
2562,7,Fraud
5444,30,Not Fraud
1530,10,Fraud
2123,2,Not Fraud
4766,23,Fraud
3102,29,Not Fraud
6960,20,Fraud
1578,11,Not Fraud
3712,19,Fraud
3606,19,Not Fraud
5238,3,Fraud
227,1,Not Fraud
3151,9,Fraud
318,30,Not Fraud
3635,22,Fraud
1115,12,Not Fraud
1444,12,Fraud
4735,2,Not Fraud
1728,11,Fraud
1651,9,Not Fraud
5658,6,Fraud
2689,8,Not Fraud
6203,15,Fraud
1309,11,Not Fraud
5963,12,Fraud
2045,27,Not Fraud
2411,3,Fraud
3065,30,Not Fraud
3017,10,Fraud
3106,16,Not Fraud
4254,12,Fraud
2552,9,Not Fraud
1531,25,Fraud
1348,25,Not Fraud
532,10,Fraud
1123,16,Not Fraud
4777,2,Fraud
3185,26,Not Fraud
3608,29,Fraud
6920,27,Not Fraud
3056,9,Fraud
5644,15,Not Fraud
3651,27,Fraud
1619,13,Not Fraud
3158,8,Fraud
3594,1,Not Fraud
4733,12,Fraud
3761,4,Not Fraud
3129,7,Fraud
6494,28,Not Fraud
5934,4,Fraud
3876,18,Not Fraud
2690,18,Fraud
4704,9,Not Fraud
1185,3,Fraud
630,15,Not Fraud
2316,20,Fraud
3987,9,Not Fraud
2523,21,Fraud
4069,11,Not Fraud
3156,20,Fraud
6372,14,Not Fraud
5662,21,Fraud
2442,17,Not Fraud
5918,2,Fraud
3060,10,Not Fraud
4598,5,Fraud
556,2,Not Fraud
2819,25,Fraud
933,8,Not Fraud
2616,26,Fraud
3892,18,Not Fraud
4672,7,Fraud
1256,11,Not Fraud
6490,18,Fraud
5481,13,Not Fraud
6537,11,Fraud
3760,1,Not Fraud
771,21,Fraud
2776,21,Not Fraud
